,company_name,location,job_title,job_description,salary_estimate,other_details,rating
633,ANZ Banking Group,Bengaluru,Data Scientist,"Build data science solutions for multiple business use cases. Initiate, design and implement innovative capabilities in the field of data science and data……
Skills: Software deployment, SQL, Analysis skills, Presentation skills, Machine learning",-1,"Size
5001 to 10000 Employees
Founded
1835
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
Unknown / Non-Applicable",4.0
634,Boston Consulting Group,Bengaluru,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",-1,,
635,Boston Consulting Group,Gurgaon,"Analyst, Geo Analytics, India - X Delivery","Delivery Teams are our hybrid client-facing/consulting-support that leverages available tools and code bases to deliver powerful and specialized insights that……
Skills: ArcGIS, Computer science, Power BI, Data modeling, Spark",-1,"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
636,Adobe,Noida,Machine Learning Engineer 5,"Work on Big data, data ingestion, search indexing, data mining, big data, Hadoop, deep learning, recommendations, and performance by developing a Search……
Skills: Lucene, Search engines, Elasticsearch, Azure, Data mining",-1,"Size
10000+ Employees
Founded
1982
Type
Company - Public
Industry
Computer Hardware Development
Sector
Information Technology
Revenue
$2 to $5 billion (USD)",4.2
637,BOEING,Bengaluru,Lead Data Engineer,"Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to……
Skills: Performance tuning, Data modeling, Azure, Spark, NoSQL",-1,"Size
10000+ Employees
Founded
1916
Type
Company - Public
Industry
Aerospace and defence
Sector
Aerospace and defence
Revenue
$10+ billion (USD)",3.8
638,Boston Consulting Group,Bengaluru,"Data Analyst, Business Modelling, India- X Delivery","You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client's needs.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",-1,,
639,TE Connectivity,Bengaluru,Senior FEA Analyst,"To perform FEA tasks and provide suitable design recommendations to validate the design virtually. Collaborate with design & validation teams to enhance the……
Skills: MATLAB, Power BI, Visual Basic, Microsoft Office, Electrical experience",-1,"Size
10000+ Employees
Founded
2007
Type
Company - Public
Industry
Electronics Manufacturing
Sector
Manufacturing
Revenue
$10+ billion (USD)",4.0
640,Mediphore Systems and Technologies Pvt Ltd,India,Sr. Software Engineer,"4+ years of experience as a software developer working on industrial strength software and a proven track record of having shipped commercially successful……
Skills: CI/CD, AJAX, Performance tuning, Azure, Node.js",-1,,
641,Cencora,Pune,Lead Data Engineer - Data Engineering,"➢ Participate in an on-call rotation to address and resolve technical escalations. In this role, you will be responsible for building scalable solutions in the……
Skills: Jira, CI/CD, Cloud infrastructure, System administration, Azure",-1,,
642,Cencora,Pune,Architect I - Software Engineering,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Provides Level 2 and 3 support.…
Skills: Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",-1,,
643,Crossover,Amritsar,"Senior Software Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",-1,"Size
201 to 500 Employees
Founded
2014
Type
Company - Private
Industry
HR Consulting
Sector
Human resources and staffing
Revenue
Unknown / Non-Applicable",4.0
644,Adobe,Noida,Computer Scientist II,"If you are applying for a role outside of your current country, ensure you review the International Resources for Relocating Employees on Inside Adobe,……
Skills: Azure, Data structures, Adobe Creative Suite, Application development, AWS",-1,"Size
10000+ Employees
Founded
1982
Type
Company - Public
Industry
Computer Hardware Development
Sector
Information Technology
Revenue
$2 to $5 billion (USD)",4.2
645,ANZ Banking Group,Bengaluru,Security Architect,"At ANZ, our Security Domain is tasked with making ANZ a safe and more secure place by ensuring our corporate and customer information is secured.…
Skills: Kubernetes, Information security, AWS, Scalability, Agile",-1,"Size
5001 to 10000 Employees
Founded
1835
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
Unknown / Non-Applicable",4.0
646,ITI Data,Hyderābād,AWS Glue/EKS Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",-1,"Size
201 to 500 Employees
Founded
1999
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable",4.2
647,BOEING,Bengaluru,Associate Software Engineer -.Net Full Stack,"Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 5 years' related work experience or an equivalent combination……
Skills: CI/CD, ASP.NET, SAFe, Azure, Gradle",-1,"Size
10000+ Employees
Founded
1916
Type
Company - Public
Industry
Aerospace and defence
Sector
Aerospace and defence
Revenue
$10+ billion (USD)",3.8
648,Aristocrat,Noida,Sr Engineer II,"To design and develop HTML5/Typescript based class 3 real money digital Games with Java backend for markets across the Globe and be responsible for ensuring……
Skills: Data structures, iOS, Android, Java, Application development",-1,"Size
5001 to 10000 Employees
Founded
1953
Type
Company - Public
Industry
Gambling & Betting
Sector
Arts, entertainment and recreation
Revenue
$2 to $5 billion (USD)",3.8
649,Funfull Inc.,Ahmedabad,MEAN Stack Developer,"Design and implementation of data storage solutions using MongoDB. Minimum 3 years of experience as a MEAN Stack Developer or similar role.…
Skills: AJAX, Node.js, CSS, Software troubleshooting, Software deployment",-1,,
650,Crossover,Visakhapatnam,"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",-1,"Size
201 to 500 Employees
Founded
2014
Type
Company - Private
Industry
HR Consulting
Sector
Human resources and staffing
Revenue
Unknown / Non-Applicable",4.0
651,ITI Data,Chennai,AWS Glue Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",-1,"Size
201 to 500 Employees
Founded
1999
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable",4.2
652,Cencora,Pune,SAP PI/PO Developer,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Support project teams during testing.…
Skills: Azure, MVC, Cloud architecture, SAP, Google Cloud Platform",-1,"Size
10000+ Employees
Founded
2023
Type
Company - Public
Industry
Biotech & Pharmaceuticals
Sector
Pharmaceutical and biotechnology
Revenue
$10+ billion (USD)",3.6
653,Cencora,Pune,Analyst III - IT Solutions,"Interacts with business stakeholders and various other IT process team members to ensure that specified business needs are met; assists in the post……
Skills: Power BI, CSS, SAP, Salesforce, Microsoft Office",-1,"Size
10000+ Employees
Founded
2023
Type
Company - Public
Industry
Biotech & Pharmaceuticals
Sector
Pharmaceutical and biotechnology
Revenue
$10+ billion (USD)",3.6
654,Cencora,Pune,Lead Engineer - Salesforce - Data & Security,"Stay current on emerging trends and best practices in the CRM space to recommend innovative solutions that align with business goals.…
Skills: Customer service, Salesforce, Data structures, Analysis skills, Presentation skills",-1,"Size
10000+ Employees
Founded
2023
Type
Company - Public
Industry
Biotech & Pharmaceuticals
Sector
Pharmaceutical and biotechnology
Revenue
$10+ billion (USD)",3.6
655,Ananta Security Lab,Rājkot,Laravel|Vue Rajkot Only,"As a Full Stack Developer specializing in Laravel and Vue.js, you will be responsible for developing, maintaining, and optimizing our web applications.…
Skills: CI/CD, Azure, CSS, Software troubleshooting, React",-1,,
656,objectways,Coimbatore,NLP Project Manager,"The project manager role is an experienced management position for individuals who are interested in working in the Artificial Intelligence and Machine Learning……
Skills: Computer science, Azure, Management, Google Cloud Platform, AWS",-1,,
657,American Express Global Business Travel,Gurgaon,Workday Integration Developer,"Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership……
Skills: XML, Enterprise architecture, Java, SOAP, REST",-1,"Size
10000+ Employees
Founded
1915
Type
Company - Public
Industry
Travel Agencies
Sector
Hotel and travel accommodation
Revenue
Unknown / Non-Applicable",4.2
658,Boston Consulting Group,Bengaluru,Senior Knowledge Analyst - TMT (Semiconductor),"Additionally, as a SKA you will drive development of intellectual property and knowledge assets to support the TMT business, serving as an active contributor to……
Skills: Computer science, Alteryx, English, Tableau, SQL",-1,"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
659,Boston Consulting Group,Delhi,Senior Knowledge Analyst - Healthcare Ops,"While contributing to client cases, workshops and proposals, occasional travel to serve clients onsite during staffing assignments is expected to understand……
Skills: Procurement, Software deployment, Lean, English, Agile",-1,"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
660,Procter & Gamble,Mumbai,Senior Manager – SAP Security Governance: Risk and Compliance Management,"The Senior Manager’s role will ensure that the SAP Security Strategy and Risk and Compliance Management frameworks are always up-to-date, new threats are……
Skills: SAP, SOX, Analysis skills, SAP S/4HANA, RMF",₹4L - ₹7L (Glassdoor Est.),"Size
10000+ Employees
Founded
1837
Type
Company - Public
Industry
Consumer Product Manufacturing
Sector
Manufacturing
Revenue
$10+ billion (USD)",4.1
661,S&P Global,Gurgaon,Apprentice – Data Analyst,"We are responsible for assuring that data impacts are evaluate, understood, and communicated across all teams so that business continuity is maintained.…
Skills: Business intelligence, Relational databases, Tableau, Databases, SQL",₹5L - ₹7L (Glassdoor Est.),"Size
10000+ Employees
Founded
1860
Type
Company - Public
Industry
Research and development
Sector
Management and consulting
Revenue
$10+ billion (USD)",4.1
662,Oracuz Infotech Pvt Ltd,Remote,Data Science Intern,"You will be assigned with module projects and tasks during the internship and on the basis of performance and availability of vacancies you will be hired.…
Skills: Web development, Machine learning, Data science",₹5T (Employer Est.),,
